publisher,id_nicolas,url,titolo,volume,product_id,n_ristampa,prezzo_intero,prezzo_attuale,data_rilascio,autore,disegnatore,pagine,size,contenuti,binding,colore,isbn,descrizione,genere,img_file
jpop,jpop_manyuhikencho007,https://www.j-pop.it/manyu-hikencho/3024-manyu-hikencho-007.html,Manyu Hikencho 007,7,3024,1,"6,00","6,00",,Hideki Yamada,Hideki Yamada,192,Not Available,Not Available,Not Available,Not Available,9788866343585,"Settimo e ultimo appuntamento con la sexy ninja più amata del fumetto nipponico e le sue scatenate compagne d’avventure! La resa dei conti con il clan Manyu è ormai prossima, tutti i migliori ninja della famiglia sono riuniti per affrontare Chifusa! L’unico modo che ha la nostra eroina per vincere è usare il flusso dei seni, ma avrà imparato a padroneggiarlo alla perfezione? Un vortice inarrestabile di gag, azione, e tanto tanto ecchi!","Avventura, Seinen",https://www.j-pop.it/2758-thickbox_default/manyu-hikencho-007.jpg
jpop,jpop_memywitch003,https://www.j-pop.it/me-my-witch/3023-me-my-witch-003.html,Me & My Witch 003,3,3023,1,"5,90","5,90",,Shin Arakawa,Shin Arakawa,192,Not Available,Not Available,Not Available,Not Available,9788866345749,"il giovane si risveglia in una strana stanza dove si trovano anche una specie di mostrocane e Haku, una ragazza scorbutica che asserisce di essere una strega! Ciò spiegherebbe gli strani e repentini cambiamenti occorsi a Tsuzuri: capelli bianchi e occhi rossi! Che cosa gli sarà davvero successo? Misteri conditi da tanto humor e situazioni al limite del nonsense fanno da padroni anche in questo secondo episodio!","Azione, Commedia, Shonen",https://www.j-pop.it/2757-thickbox_default/me-my-witch-003.jpg
jpop,jpop_sognodamore04,https://www.j-pop.it/sogno-d-amore/3021-sogno-d-amore-04.html,Sogno d'Amore 04,4,3021,1,"4,40","4,40",,Momoko Koda,,192,Not Available,Not Available,Not Available,Not Available,9788866346258,"Hatori è da sempre innamorata di Rita, il suo amico d’infanzia. Nonostante non gli si sia mai dichiarata, la ragazza è convinta di essere la sua personale eroina e che, a dispetto di tutte le fidanzate che Rita ha avuto negli anni, la vera protagonista della sua storia d’amore alla fine sarà proprio lei. Ma Adachi, la nuova ragazza di Rita, è diversa da tutte le altre. Non solo lo capisce e si preoccupa per lui, ma è anche una brava persona: una ragazza ben più adatta di Hatori a esserne l’eroina. Ma durante le vacanze estive, mentre Adachi era in Messico, Hatori e Rita si sono baciati...","Shojo, Azione, Scolastico",https://www.j-pop.it/2755-thickbox_default/sogno-d-amore-04.jpg
jpop,jpop_deathedge03,https://www.j-pop.it/death-edge/3017-death-edge-03.html,Death Edge 03,3,3017,1,"5,90","5,90",,Tomo Taketomi,,196,Not Available,Not Available,Not Available,Not Available,9788866345466,"E se gli angeli, stufi di stare nella pace del paradiso, scendessero sulla terra decisi a seminare panico e follia solo per sfuggire alla noia che li attanaglia? Seppur incredibile, è proprio quello che sta succedendo. Gli umani, posseduti dalle creature celesti, perdono ogni freno inibitorio e cedono al desiderio di uccidere chiunque li ostacoli. Per fortuna c’è la Death Edge, una bizzarra organizzazione formata da uomini vestiti di nero che ha per fine ultimo quello di eliminare gli angeli capricciosi e difendere l’umanità dalla loro minaccia.","Seinen, Azione, Fantascienza",https://www.j-pop.it/2751-thickbox_default/death-edge-03.jpg
jpop,jpop_chromeshelledregiosmissingmail07,https://www.j-pop.it/chrome-shelled-regios-missing-mail/3014-chrome-shelled-regios-missing-mail-07.html,Chrome Shelled Regios Missing Mail 07,7,3014,1,"5,90","5,90",,Syusuke Amagi,,192,Not Available,Not Available,Not Available,Not Available,9788866345213,"Proseguono le adrenaliniche avventure senza esclusioni di colpi della 17th Martials Arts Studies Unit, di cui fa parte la matricola Layfon Alseif, il protagonista. La terra non e` piu` come la conosciamo: in un futuro post apocalittico, creature contaminate dall’inquinamento hanno invaso il pianeta, costringendo l’umanita` a vivere in citta`-scuola mobili denominate Regions. Dalla premiata ditta Shuusuke Amagi (testi) e Nodoka Kiyose (disegni), uno dei fantasy piu` amati dell’ultima generazione!","Azione, Shonen, Fantascienza",https://www.j-pop.it/2748-thickbox_default/chrome-shelled-regios-missing-mail-07.jpg
jpop,jpop_blackjoke006,https://www.j-pop.it/black-joke/2383-black-joke-006.html,Black Joke 006,6,2383,1,"5,90","5,90",,Rintaro Koike,Masayuki Taguchi,210,Not Available,Not Available,Not Available,Not Available,9788866344346,"Il Giappone è diventato il cinquantunesimo stato degli USA e gli Americani lo hanno trasformato in un territorio sotto il loro controllo militare e politico. L’isola giapponese di Neon ha il diritto di esercitare il gioco d’azzardo e la prostituzione. Divenuta più popolare di Las Vegas, si è trasformata in un luogo segnato dalle faide per il controllo dei casinò e delle case di piacere. Qui, mafia italiana, triade cinese e yakuza si scontrano continuamente.",Azione,https://www.j-pop.it/2436-thickbox_default/black-joke-006.jpg
jpop,jpop_bloodblockadebattlefront005,https://www.j-pop.it/blood-blockade-battlefront/2382-blood-blockade-battlefront-005.html,Blood Blockade Battlefront 005,5,2382,1,"6,00","6,00",,Yasuhiro Nightow,Yasuhiro Nightow,192,Not Available,Not Available,Not Available,Not Available,9788866344865,"I grandi artisti si fanno attendere. Così è anche per Yasuhiro Nightow, l’autore di Blood Blockade Battlefront e Trigun, manga ormai di culto. Ma una volta che il lettore si ritrova l’albo tra le mani la sua attesa è ampiamente ripagata, e questo quinto episodio della sua ultima creatura non fa eccezione! A Hellsalem’s Lot - un tempo New York - prosegue la lotta senza quartiere del gruppo Libra, capeggiato dal licantropesco Klaus V. Reinherz, contro le forze del male. Il tutto filtrato dallo sguardo attento e partecipe di Leo Watch, giornalista in cerca di soldi per le cure che servono alla sorella malata.","Seinen, Azione",https://www.j-pop.it/2435-thickbox_default/blood-blockade-battlefront-005.jpg
jpop,jpop_mazingerz004,https://www.j-pop.it/mazinger-z/2381-mazinger-z-004.html,Mazinger Z 004,4,2381,1,"7,50","7,50",,Go Nagai,Gosaku Ota,0,Not Available,Not Available,Not Available,Not Available,9788866345060,"La saga del grande Mazinger Z raccontata dal fantastico duo Go Nagai/Gosaku Ota! Nato dopo la messa in onda della serie televisiva, questa versione svela numerosi retroscena della saga principale, avventurandosi nel passato dei personaggi, in un fantastico mix di humor e violenza. Ecco le imperdibili avventure di Koji e del robot che ""odia la paura e non conosce la pietà!. È con un certo orgoglio, quindi, che annunciamo ai lettori italiani la pubblicazione delle maggiori opere del maestro Gō Nagai nella più recente e definitiva ristampa approntata in Giappone dall’autore stesso. Un’edizione di lusso che non deluderà i lettori che già hanno avuto modo di leggere queste storie e che conquisterà quanti non hanno ancora avuto modo di apprezzarle: punti di forza della nostra edizione saranno infatti una nuova traduzione fedele all’originale, copertine variant da collezione, una riproposta delle storie in ordine cronologico e filologicamente corretta e tanto materiale inedito. Si inizia con Devilman, opera fortemente influenzato dalla Commedia illustrata da Doré e che riproporremo nel formato originale di cinque tankōbon. Proseguiremo poi iniziando la pubblicazione della lunga saga di Mazinger con Mazinga Z, prima serie che vede come protagonisti assoluti i super robot, ennesima trovata dell’estro geniale e dell’infinita fantasia del maestro Nagai e che in Italia gode di un successo senza pari. A coadiuvarlo nell’impresa troviamo Gosaku Ota, il cui tratto ha contribuito non poco alla riuscita della serie. Non perdetevi i prossimi numeri di Direct e seguiteci online sul nostro sito e le nostre pagine social per essere sempre aggiornati in tempo reale sulle nostre novità. VARIANT COVER IN EDIZIONE LIMITATA SOLO PRESSO I RIVENDITORI CHE HANNO ADERITO ALLA PROMOZIONE! Una serie di pubblicazioni imperdibili per un autore di culto!","Azione, Shonen, Fantascienza, Go Nagai",https://www.j-pop.it/2434-thickbox_default/mazinger-z-004.jpg
jpop,jpop_devilman004,https://www.j-pop.it/devilman/2380-devilman-004.html,Devilman 004,4,2380,1,"7,50","7,50",,Go Nagai,Go Nagai,264,Not Available,Not Available,Not Available,Not Available,9788866344995,"Giappone, anni Settanta. Una copia della Commedia dantesca illustrata da Doré giunge nelle mani di Gō Nagai, un promettente fumettista formatosi nello studio di Shōtarō Ishinomori, con il quale collabora alla realizzazione di Cyborg 009, una pietra miliare del genere che siamo orgogliosi di avere a disposizione nel nostro catalogo. Nagai si mette a lavorare in proprio, iniziando a realizzare opere che cambieranno radicalmente la concezione di “manga” attraverso, tanto per fare un esempio, lo sdoganamento dell’erotismo, originando così una nouvelle vague da cui discendono le odierne serie mecha e quelle denominate oggi ecchi, quali Ikkitousen, Battle Club. Ma le innovazioni da lui introdotte non si limitano a ciò: dando vita a un corposo ed eterogeneo universo narrativo, che potremmo chiamare nagaiverso, il nostro autore realizza opere come Mao Dante e Devilman, nelle quali avvia un articolato e originale discorso sulle religioni e sull’ambiguità del bene e del male, mentre nelle storie con protagonisti i cosiddetti “robottoni” le tematiche vertono sull’opposizione tra passato e presente (visualizzata nello scontro tra antiche civiltà e civiltà moderna ma anche tra vecchi e giovani, innovazione e tradizione), e sull’operato della scienza. Trait d’union è un certo pessimismo nei confronti dell’umanità a cui corrisponde la resa grafica grottesca delle storie. È con un certo orgoglio, quindi, che annunciamo ai lettori italiani la pubblicazione delle maggiori opere del maestro Gō Nagai nella più recente e definitiva ristampa approntata in Giappone dall’autore stesso. Un’edizione di lusso che non deluderà i lettori che già hanno avuto modo di leggere queste storie e che conquisterà quanti non hanno ancora avuto modo di apprezzarle: punti di forza della nostra edizione saranno infatti una nuova traduzione fedele all’originale, copertine variant da collezione, una riproposta delle storie in ordine cronologico e filologicamente corretta e tanto materiale inedito. Si inizia con Devilman, opera fortemente influenzato dalla Commedia illustrata da Doré e che riproporremo nel formato originale di cinque tankōbon. Proseguiremo poi iniziando la pubblicazione della lunga saga di Mazinger con Mazinga Z, prima serie che vede come protagonisti assoluti i super robot, ennesima trovata dell’estro geniale e dell’infinita fantasia del maestro Nagai e che in Italia gode di un successo senza pari. A coadiuvarlo nell’impresa troviamo Gosaku Ota, il cui tratto ha contribuito non poco alla riuscita della serie. Non perdetevi i prossimi numeri di Direct e seguiteci online sul nostro sito e le nostre pagine social per essere sempre aggiornati in tempo reale sulle nostre novità. VARIANT COVER IN EDIZIONE LIMITATA SOLO PRESSO I RIVENDITORI CHE HANNO ADERITO ALLA PROMOZIONE! Una serie di pubblicazioni imperdibili per un autore di culto!","Seinen, Fantascienza, Horror, Go Nagai",https://www.j-pop.it/2433-thickbox_default/devilman-004.jpg
jpop,jpop_supergirl494602,https://www.j-pop.it/supergirl-4946/2373-supergirl-4946-02.html,Supergirl 4946 02,2,2373,1,"4,40","4,40",,Takeshi Azuma,,192,Not Available,Not Available,Not Available,Not Available,9788866345640,"Una nuova serie targata GP Manga! Tutte le guerre combattute negli ultimi trent’anni sono state una farsa adibita a distrarre l’opinione pubblica da un’invasione aliena. Le nazioni della Terra combattono gli invasori alieni con creature con superpoteri dette Category D’s. Una di queste è Mana Eimiya, una ragazza che misura 49,46 metri d’altezza, il cui lavoro consiste nel combattere periodicamente gli alieni, a mani nude. Il problema è che si è innamorata di Makota Tobita, un ragazzo quaranta volte più piccolo di lei dai capelli a punta, ossessionato dalla cavalleria e iperprotettivo. Funzionerà questa strana relazione?","Azione, Shonen, Fantascienza",https://www.j-pop.it/2426-thickbox_default/supergirl-4946-02.jpg
jpop,jpop_wombs02,https://www.j-pop.it/wombs/2372-wombs-02.html,Wombs 02,2,2372,1,"5,90","5,90",,Yumiko Shirai,,256,Not Available,Not Available,Not Available,Not Available,9788866345244,"Sul pianeta Hekiou, la guerra civile tra i “First”, i primi immigrati provenienti dalla Terra, e i “Second”, la seconda generazione, non sembra avere fine. Lo sa bene Mana Oga, una delle donne costrette a combattere solcando lo “spazio coordinato”, la dimensione accessibile solo alle “teletrasportatrici” che portano in grembo il seme dei Nibas, i misteriosi abitanti originari di quel mondo. Ma Mana sa che un giorno tutto questo finirà: le basterà incontrare Ralo, il suo amante, e l’inferno lascerà spazio al paradiso della pace. Dalla matita di Yumiko Shirai, un intrigante seinen fantascientifico!","Seinen, Azione",https://www.j-pop.it/2424-thickbox_default/wombs-02.jpg
jpop,jpop_sekirei010,https://www.j-pop.it/sekirei/2371-sekirei-010.html,Sekirei 010,10,2371,1,"5,90","5,90",,Sakurako Gokurakuin,Sakurako Gokurakuin,202,Not Available,Not Available,Not Available,Not Available,9788866345572,"Il progetto “Sekirei” è entrato nella sua terza fase e le battaglie infuriano nelle strade di Taito! Minato e le sue sekirei scoprono alcune verità nascoste del proprio passato mentre i loschi piani della M.B.I. iniziano a diventare un po’ più chiari. Un nuovo travolgente volume ricco di azione, gag e tanto fan service, del manga più adrenalinico e pepato proveniente dal Sol Levante!","Seinen, Azione",https://www.j-pop.it/2423-thickbox_default/sekirei-010.jpg
jpop,jpop_mazingerz001,https://www.j-pop.it/mazinger-z/2370-mazinger-z-001.html,Mazinger Z 001,1,2370,1,"7,50","7,50",,Go Nagai,Gosaku Ota,0,Not Available,Not Available,Not Available,Not Available,9788866345022,"La saga del grande Mazinger Z raccontata dal fantastico duo Go Nagai/Gosaku Ota! Nato dopo la messa in onda della serie televisiva, questa versione svela numerosi retroscena della saga principale, avventurandosi nel passato dei personaggi, in un fantastico mix di humor e violenza. Ecco le imperdibili avventure di Koji e del robot che ""odia la paura e non conosce la pietà!. È con un certo orgoglio, quindi, che annunciamo ai lettori italiani la pubblicazione delle maggiori opere del maestro Gō Nagai nella più recente e definitiva ristampa approntata in Giappone dall’autore stesso. Un’edizione di lusso che non deluderà i lettori che già hanno avuto modo di leggere queste storie e che conquisterà quanti non hanno ancora avuto modo di apprezzarle: punti di forza della nostra edizione saranno infatti una nuova traduzione fedele all’originale, copertine variant da collezione, una riproposta delle storie in ordine cronologico e filologicamente corretta e tanto materiale inedito. Si inizia con Devilman, opera fortemente influenzato dalla Commedia illustrata da Doré e che riproporremo nel formato originale di cinque tankōbon. Proseguiremo poi iniziando la pubblicazione della lunga saga di Mazinger con Mazinga Z, prima serie che vede come protagonisti assoluti i super robot, ennesima trovata dell’estro geniale e dell’infinita fantasia del maestro Nagai e che in Italia gode di un successo senza pari. A coadiuvarlo nell’impresa troviamo Gosaku Ota, il cui tratto ha contribuito non poco alla riuscita della serie. Non perdetevi i prossimi numeri di Direct e seguiteci online sul nostro sito e le nostre pagine social per essere sempre aggiornati in tempo reale sulle nostre novità. VARIANT COVER IN EDIZIONE LIMITATA SOLO PRESSO I RIVENDITORI CHE HANNO ADERITO ALLA PROMOZIONE! Una serie di pubblicazioni imperdibili per un autore di culto!","Azione, Shonen, Fantascienza, Go Nagai",https://www.j-pop.it/2422-thickbox_default/mazinger-z-001.jpg
jpop,jpop_mazingerz003,https://www.j-pop.it/mazinger-z/2368-mazinger-z-003.html,Mazinger Z 003,3,2368,1,"7,50","7,50",,Go Nagai,Gosaku Ota,0,Not Available,Not Available,Not Available,Not Available,9788866345053,"La saga del grande Mazinger Z raccontata dal fantastico duo Go Nagai/Gosaku Ota! Nato dopo la messa in onda della serie televisiva, questa versione svela numerosi retroscena della saga principale, avventurandosi nel passato dei personaggi, in un fantastico mix di humor e violenza. Ecco le imperdibili avventure di Koji e del robot che ""odia la paura e non conosce la pietà!. È con un certo orgoglio, quindi, che annunciamo ai lettori italiani la pubblicazione delle maggiori opere del maestro Gō Nagai nella più recente e definitiva ristampa approntata in Giappone dall’autore stesso. Un’edizione di lusso che non deluderà i lettori che già hanno avuto modo di leggere queste storie e che conquisterà quanti non hanno ancora avuto modo di apprezzarle: punti di forza della nostra edizione saranno infatti una nuova traduzione fedele all’originale, copertine variant da collezione, una riproposta delle storie in ordine cronologico e filologicamente corretta e tanto materiale inedito. Si inizia con Devilman, opera fortemente influenzato dalla Commedia illustrata da Doré e che riproporremo nel formato originale di cinque tankōbon. Proseguiremo poi iniziando la pubblicazione della lunga saga di Mazinger con Mazinga Z, prima serie che vede come protagonisti assoluti i super robot, ennesima trovata dell’estro geniale e dell’infinita fantasia del maestro Nagai e che in Italia gode di un successo senza pari. A coadiuvarlo nell’impresa troviamo Gosaku Ota, il cui tratto ha contribuito non poco alla riuscita della serie. Non perdetevi i prossimi numeri di Direct e seguiteci online sul nostro sito e le nostre pagine social per essere sempre aggiornati in tempo reale sulle nostre novità. VARIANT COVER IN EDIZIONE LIMITATA SOLO PRESSO I RIVENDITORI CHE HANNO ADERITO ALLA PROMOZIONE! Una serie di pubblicazioni imperdibili per un autore di culto!","Azione, Shonen, Fantascienza, Go Nagai",https://www.j-pop.it/2421-thickbox_default/mazinger-z-003.jpg
jpop,jpop_hanimero003,https://www.j-pop.it/hanimero/2367-hanimero-003.html,Hanimero 003,3,2367,1,"5,90","5,90",,Shiori Furukawa,Shiori Furukawa,0,Not Available,Not Available,Not Available,Not Available,9788866344087,"Yahiru Mitsumaru è, apparentemente, un liceale come tanti altri. Ma a differenza dei suoi coetanei conduce una seconda vita che tiene nascosta a tutti. Il buon Yahiru è infatti anche un noto autore di manga erotici che tanto deliziano i suoi compagni! Con sua somma gioia e sorpresa scopre che la bella quanto inarrivabile Madoka Kisaki, un severo membro del comitato disciplinare, è una sua ammiratrice e aspirante mangaka la quale, per un errore dell’editor, ha iniziato a fargli da assistente. Ma quando a casa di Yahiru compare la vera assistente inizia un vortice inarrestabile di frizzanti gag a risvolto ecchi!","Seinen, Commedia",https://www.j-pop.it/2420-thickbox_default/hanimero-003.jpg
jpop,jpop_lacordadoro015,https://www.j-pop.it/la-corda-d-oro/2366-la-corda-d-oro-015.html,La Corda d'oro 015,15,2366,1,"5,90","5,90",,Yuki Kure,Yuki Kure,0,Not Available,Not Available,Not Available,Not Available,9788866342953,"Dopo la festa finale, kahoko balla con Yunoki e, a quel punto… Intanto Tsukimori, prima di partire per i suoi studi all'estero, ripensa alle giornate trascorse con Kahoko. Cosa capirà, finalmente, mentre suona l'Ave Maria insieme a lei?","Sentimentale, Shojo",https://www.j-pop.it/2419-thickbox_default/la-corda-d-oro-015.jpg
jpop,jpop_arago009,https://www.j-pop.it/arago/2365-arago-009.html,Arago 009,9,2365,1,"5,00","5,00",,Takahiro Arai,Takahiro Arai,0,Not Available,Not Available,Not Available,Not Available,9788866345541,"Ultimo appuntamento con le avventure di Arago Hunt. Nella nebbiosa Londra si sono susseguiti fenomeni soprannaturali senza sosta e ora il nostro eroe si trova spossato alla resa dei coti finale. Per salvare suo fratello Ewan e sconfiggere in via definitiva Patchman, Arago è costretto a ricorrere al potere di Brionac, anche se il rischio che corre è quello di perdere la propria umanità! Come agiranno Rio, Coco e il vecchio Joe? Tutti pronti per l’adrenalinico e imprevedibile finale di Arago?","Azione, Shonen, Horror",https://www.j-pop.it/2418-thickbox_default/arago-009.jpg
jpop,jpop_kingdom16,https://www.j-pop.it/kingdom/2361-kingdom-16.html,Kingdom 16,16,2361,1,"5,90","5,90",,Yasuhisa Hara,,202,Not Available,Not Available,Not Available,Not Available,9788866345510,"L’attesissimo nuovo capitolo di Kingdom è finalmente disponibile! Uno dei migliori manga storici degli ultimi anni si presenta ai lettori italiani in tutta la sua magnificenza. Ambientato in Cina nel periodo della guerra dei 500 anni, le vicende virano intorno al giovane Xin, che da semplice soldato giunge a essere un grande generale. Dall’inimitabile tratto di Yasuhisa Hara, un romanzo di formazione intinto nel sangue e nella violenza, imperdibile per tutti coloro i quali amano opere come Keiji di Tetsuo Hara!","Avventura, Seinen, Storico",https://www.j-pop.it/2414-thickbox_default/kingdom-16.jpg
jpop,jpop_unoshinigamiininfermeria06,https://www.j-pop.it/uno-shinigami-in-infermeria/2360-uno-shinigami-in-infermeria-06.html,Uno Shinigami in Infermeria 06,6,2360,1,"5,90","5,90",,Sho Aimoto,,0,Not Available,Not Available,Not Available,Not Available,9788866345459,"Hades-sensei non è un comune medico delle scuole medie, in realtà molti studenti credono che sia uno Shinigami. Il suo comportamento eccessivamente amichevole e l’ansia di conquistare l’affetto dei suoi studenti possono fare ben poco per compensare il suo aspetto terrificante. Ma, fortunatamente per questa scuola media, Hades-sensei è un esperto nell’estrarre “byouma”, i demoni della malattia che si impossessano degli studenti!","Azione, Shonen, Scolastico",https://www.j-pop.it/2413-thickbox_default/uno-shinigami-in-infermeria-06.jpg
jpop,jpop_mazingerz001variantlimited,https://www.j-pop.it/mazinger-z/2359-mazinger-z-001-variant-limited.html,Mazinger Z 001 Variant Limited,Not Available,2359,1,"7,50","7,50",,Go Nagai,Gosaku Ota,248,Not Available,Not Available,Not Available,Not Available,Not Available,VARIANT COVER IN EDIZIONE LIMITATA SOLO PRESSO I RIVENDITORI CHE HANNO ADERITO ALLA PROMOZIONE!,Go Nagai,https://www.j-pop.it/2412-thickbox_default/mazinger-z-001-variant-limited.jpg
jpop,jpop_devilman001variantlimited,https://www.j-pop.it/devilman/2358-devilman-001-variant.html,Devilman 001 Variant Limited,Not Available,2358,1,"7,50","7,50",,Go Nagai,Go Nagai,264,Not Available,Not Available,Not Available,Not Available,Not Available,VARIANT COVER IN EDIZIONE LIMITATA SOLO PRESSO I RIVENDITORI CHE HANNO ADERITO ALLA PROMOZIONE!,Go Nagai,https://www.j-pop.it/2410-thickbox_default/devilman-001-variant.jpg
jpop,jpop_manyuhikencho006,https://www.j-pop.it/manyu-hikencho/2356-manyu-hikencho-006.html,Manyu Hikencho 006,6,2356,1,"6,00","6,00",,Hideki Yamada,Hideki Yamada,0,Not Available,Not Available,Not Available,Not Available,9788866343578,"Sesto appuntamento con la sexy ninja più amata del fumetto nipponico e le sue scatenatec compagne d’avventure! La minaccia del clan Manyu si fa sempre più pressante, e nel suo pellegrinaggio attraverso il Giappone non c’è più villaggio dove la nostra povera Chifusa può riposare in pace! Un vortice inarrestabile di gag, azione, e tanti, tanti elementi ecchi!","Avventura, Seinen",https://www.j-pop.it/2406-thickbox_default/manyu-hikencho-006.jpg
jpop,jpop_goldenboyii001,https://www.j-pop.it/golden-boy-ii/2355-golden-boy-ii-001.html,Golden Boy II 001,1,2355,1,"6,00","6,00",,Tatsuya Egawa,Tatsuya Egawa,208,Not Available,Not Available,Not Available,Not Available,9788866343899,"Per tutti i fan e i nostalgici della mitica serie Golden Boy, la cui ristampa integrale è appena conclusa e disponibile nel nostro catalogo, ecco dunque per la prima volta in Italia la seconda, inedita, serie delle avventure di Kintaro Oe, il nostro freeter preferito. Due volumi imperdibili per vecchi e nuovi lettori, nei quali il nostro “ragazzo d’oro” decide di avventurarsi nel mondo dei geinojin, i performer del mondo televisivo.Come la prenderanno le sue golden girls?",:,https://www.j-pop.it/2405-thickbox_default/golden-boy-ii-001.jpg
jpop,jpop_devilman003,https://www.j-pop.it/devilman/2354-devilman-003.html,Devilman 003,3,2354,1,"7,50","7,50",,Go Nagai,Go Nagai,264,Not Available,Not Available,Not Available,Not Available,9788866344988,"Giappone, anni Settanta. Una copia della Commedia dantesca illustrata da Doré giunge nelle mani di Gō Nagai, un promettente fumettista formatosi nello studio di Shōtarō Ishinomori, con il quale collabora alla realizzazione di Cyborg 009, una pietra miliare del genere che siamo orgogliosi di avere a disposizione nel nostro catalogo. Nagai si mette a lavorare in proprio, iniziando a realizzare opere che cambieranno radicalmente la concezione di “manga” attraverso, tanto per fare un esempio, lo sdoganamento dell’erotismo, originando così una nouvelle vague da cui discendono le odierne serie mecha e quelle denominate oggi ecchi, quali Ikkitousen, Battle Club. Ma le innovazioni da lui introdotte non si limitano a ciò: dando vita a un corposo ed eterogeneo universo narrativo, che potremmo chiamare nagaiverso, il nostro autore realizza opere come Mao Dante e Devilman, nelle quali avvia un articolato e originale discorso sulle religioni e sull’ambiguità del bene e del male, mentre nelle storie con protagonisti i cosiddetti “robottoni” le tematiche vertono sull’opposizione tra passato e presente (visualizzata nello scontro tra antiche civiltà e civiltà moderna ma anche tra vecchi e giovani, innovazione e tradizione), e sull’operato della scienza. Trait d’union è un certo pessimismo nei confronti dell’umanità a cui corrisponde la resa grafica grottesca delle storie.È con un certo orgoglio, quindi, che annunciamo ai lettori italiani la pubblicazione delle maggiori opere del maestro Gō Nagai nella più recente e definitiva ristampa approntata in Giappone dall’autore stesso. Un’edizione di lusso che non deluderà i lettori che già hanno avuto modo di leggere queste storie e che conquisterà quanti non hanno ancora avuto modo di apprezzarle: punti di forza della nostra edizione saranno infatti una nuova traduzione fedele all’originale, copertine variant da collezione, una riproposta delle storie in ordine cronologico e filologicamente corretta e tanto materiale inedito. Si inizia con Devilman, opera fortemente influenzato dalla Commedia illustrata da Doré e che riproporremo nel formato originale di cinque tankōbon. Proseguiremo poi iniziando la pubblicazione della lunga saga di Mazinger con Mazinga Z, prima serie che vede come protagonisti assoluti i super robot, ennesima trovata dell’estro geniale e dell’infinita fantasia del maestro Nagai e che in Italia gode di un successo senza pari. A coadiuvarlo nell’impresa troviamo Gosaku Ota, il cui tratto ha contribuito non poco alla riuscita della serie. Non perdetevi i prossimi numeri di Direct e seguiteci online sul nostro sito e le nostre pagine social per essere sempre aggiornati in tempo reale sulle nostre novità.VARIANT COVER IN EDIZIONE LIMITATA SOLO PRESSO I RIVENDITORI CHE HANNO ADERITO ALLA PROMOZIONE!Una serie di pubblicazioni imperdibili per un autore di culto!","Seinen, Fantascienza, Horror, Go Nagai",https://www.j-pop.it/2404-thickbox_default/devilman-003.jpg
jpop,jpop_memywitch002,https://www.j-pop.it/me-my-witch/2353-me-my-witch-002.html,Me & My Witch 002,2,2353,1,"5,90","5,90",,Shin Arakawa,Shin Arakawa,200,Not Available,Not Available,Not Available,Not Available,9788866344100,"All’improvviso, alcuni animali perdono inaspettatamente il controllo. Hakuu ritiene che questo comportamento sia causato da parassiti e, insieme a Enji e agli altri, decide di risolvere il mistero. Ma un giorno la sorellina di Enji viene coinvolta in uno strano incidente.Sarà opera di un parassita? Chi sarà l’autore di questi incidenti?","Azione, Commedia, Shonen",https://www.j-pop.it/2403-thickbox_default/me-my-witch-002.jpg
jpop,jpop_liargame007,https://www.j-pop.it/liar-game/2352-liar-game-007.html,Liar Game 007,7,2352,1,"5,90","5,90",,Shinobu Kaitani,Shinobu Kaitani,202,Not Available,Not Available,Not Available,Not Available,9788866345558,"Nel terzo turno del LGT, il “gioco del contrabbando”, si è consumata una battaglia contro il temibile Yokoya. Nonostante siano riusciti a ottenere un grosso premio con un capovolgimento di fronte finale, Nao, Akiyama e Fukunaga, ufficialmente tra i perdenti, decidono di accollarsi un ingente debito e di presentarsi ai ripescaggi per salvare gli altri componenti della squadra. Il luogo dell’evento sarà una scuola abbandonata e lì dovranno affrontare i tre dell’ “armata dell’ovest”. In caso di sconfitta, dovranno lasciare il LGT mantenendo intatto il loro debito... Quale sarà il sorprendente gioco che attende Nao e gli altri in una lotta disperata in cui non è concesso perdere?!","Seinen, Thriller",https://www.j-pop.it/2402-thickbox_default/liar-game-007.jpg
jpop,jpop_bloomedinaction,https://www.j-pop.it/bloomed-in-action/2351-bloomed-in-action.html,Bloomed In Action,Not Available,2351,1,"5,90","5,90",,Etorouji Shiono,Etorouji Shiono,0,Not Available,Not Available,Not Available,Not Available,9788866344230,"Mercenario?! Bellissima ragazza?! Battaglie scolastiche?! Il suo nome è Ryo Terawaki ed è un mercenario. Prima ha militato nelle Forze di Autodifesa, poi in svariati eserciti, sopravvivendo a numerose battaglie, finché non viene coinvolto in un attacco suicida. Quando si risveglia... “Avevo un aspetto irriconoscibile”. Si ritrova inspiegabilmente trasformato in quella che sembra una splendida ragazza, e si infiltra in una scuola femminile dell’alta società, con l’ordine di proteggere le studentesse dai terroristi. Quale tragedia aspetta il nostro ex-soldato?","Seinen, Azione, Scolastico",https://www.j-pop.it/2401-thickbox_default/bloomed-in-action.jpg
